,GCA_001633485.1,GCA_001639645.1,GCA_001633355.1,GCA_001633675.1,GCA_001633575.1,GCA_001633495.1,GCA_001633505.1,GCA_001633405.1,GCA_001633545.1,GCA_001633335.1,GCA_001633415.1,GCA_001633325.1,GCA_001639485.1,GCA_001633595.1,GCA_001633565.1,GCA_001633665.1,GCA_001633605.1,GCA_001633645.1,GCA_001308305.1,GCA_000203855.3,GCA_001633435.1
Cluster_1127,LNKPBJJO_01057,PEOCBFCP_02354,GKBMFCDM_02320,GKMEBLJL_03054,HKAMFFJN_01152,JOBNEEKL_01126,GACBFOHJ_00884,LLFCPLKD_01195,FNJAKAKL_03177,ECBNDIDM_01147,LFPJLIBK_02316,IMJNKLBI_01136,EMNCPJML_00933,PLFJNGPA_00960,PGJOJFNN_02744,ODFDBHOD_01241,IAPKCFHA_01886,BDHOLPHL_02056,DELEFPOC_01855,AHNHBFNE_02322,HBJIBEPC_02353
Cluster_1128,,,,,HKAMFFJN_02275,,,,,,LFPJLIBK_01178,,,,,,,,,,
Cluster_1129,,,,,,,,,,,,,EMNCPJML_02447,,,,,,,,
Cluster_1130,LNKPBJJO_02739,PEOCBFCP_00271,GKBMFCDM_00269,GKMEBLJL_02445,HKAMFFJN_02416,JOBNEEKL_02390,GACBFOHJ_00110,LLFCPLKD_02250,FNJAKAKL_03056,ECBNDIDM_00563,LFPJLIBK_00039,IMJNKLBI_00562,EMNCPJML_01169,PLFJNGPA_00110,PGJOJFNN_00469,ODFDBHOD_00435,IAPKCFHA_00040,BDHOLPHL_00039,DELEFPOC_02406,AHNHBFNE_01231,HBJIBEPC_00590
Cluster_1131,,,,,,,,,,,LFPJLIBK_01147,,,,,,,,,,
Cluster_1132,,,,,,,,,FNJAKAKL_02512,,,,,,,,,,,,
Cluster_1133,LNKPBJJO_00017,PEOCBFCP_00131,GKBMFCDM_00130,GKMEBLJL_02306,HKAMFFJN_03020,JOBNEEKL_01599,GACBFOHJ_00281,,FNJAKAKL_02655,,LFPJLIBK_00178,,,PLFJNGPA_00281,PGJOJFNN_00231,,IAPKCFHA_00182,BDHOLPHL_00179,DELEFPOC_02546,AHNHBFNE_01400,HBJIBEPC_00451
Cluster_1134,,,,,,,,,FNJAKAKL_01938,,,,,,,,,,,,
Cluster_1135,LNKPBJJO_01007,PEOCBFCP_02404,GKBMFCDM_02370,GKMEBLJL_03005,,JOBNEEKL_01076,GACBFOHJ_00934,LLFCPLKD_01244,FNJAKAKL_03128,ECBNDIDM_02802,LFPJLIBK_02267,IMJNKLBI_02870,EMNCPJML_00451,PLFJNGPA_01010,PGJOJFNN_02794,ODFDBHOD_01290,IAPKCFHA_01935,BDHOLPHL_02105,DELEFPOC_01904,AHNHBFNE_02272,HBJIBEPC_02402
Cluster_1136,,,,GKMEBLJL_02846,HKAMFFJN_02135,,GACBFOHJ_01804,LLFCPLKD_02423,FNJAKAKL_01535,,LFPJLIBK_02429,,,PLFJNGPA_01869,PGJOJFNN_03045,ODFDBHOD_02380,IAPKCFHA_02546,BDHOLPHL_02719,DELEFPOC_00136,AHNHBFNE_02916,
Cluster_1137,,,,,,,GACBFOHJ_00571,LLFCPLKD_03171,,,,,,PLFJNGPA_00570,,ODFDBHOD_00729,,,,AHNHBFNE_02696,
Cluster_1138,,,,,HKAMFFJN_01102,,,,,,,,,,,,,,,,
Cluster_1139,,,,,,,,,,,,,,,,,,,,AHNHBFNE_00419,
Cluster_1140,,,,,,,,,,,,,,,,,,,,AHNHBFNE_00500,
Cluster_1141,,PEOCBFCP_00375,GKBMFCDM_00373,,,,,LLFCPLKD_02709,,,,,,,,ODFDBHOD_02675,,,,,
Cluster_1143,LNKPBJJO_00219,PEOCBFCP_01408,GKBMFCDM_02253,GKMEBLJL_02204,HKAMFFJN_00187,JOBNEEKL_02702,GACBFOHJ_00487,LLFCPLKD_01884,FNJAKAKL_01253,ECBNDIDM_00191,LFPJLIBK_00382,IMJNKLBI_00191,EMNCPJML_00059,PLFJNGPA_00486,PGJOJFNN_00029,ODFDBHOD_00070,IAPKCFHA_00387,BDHOLPHL_00383,DELEFPOC_02749,AHNHBFNE_01600,HBJIBEPC_00251
Cluster_1144,LNKPBJJO_01247,PEOCBFCP_00996,GKBMFCDM_01129,GKMEBLJL_00628,HKAMFFJN_00929,JOBNEEKL_01316,GACBFOHJ_01662,LLFCPLKD_03019,FNJAKAKL_00361,ECBNDIDM_03066,LFPJLIBK_01704,IMJNKLBI_01798,EMNCPJML_02344,PLFJNGPA_01727,PGJOJFNN_01753,ODFDBHOD_03140,IAPKCFHA_01509,BDHOLPHL_00524,DELEFPOC_02251,AHNHBFNE_01084,HBJIBEPC_01912
Cluster_1145,LNKPBJJO_00401,PEOCBFCP_01835,GKBMFCDM_01244,GKMEBLJL_00089,HKAMFFJN_02830,JOBNEEKL_00769,GACBFOHJ_01985,LLFCPLKD_00461,FNJAKAKL_01742,ECBNDIDM_01617,LFPJLIBK_01985,IMJNKLBI_01611,EMNCPJML_02795,PLFJNGPA_02049,PGJOJFNN_01450,ODFDBHOD_03243,IAPKCFHA_02940,BDHOLPHL_01957,DELEFPOC_00313,AHNHBFNE_00015,HBJIBEPC_01717
Cluster_1146,,,,,HKAMFFJN_00882,,,,,ECBNDIDM_02445,LFPJLIBK_03049,IMJNKLBI_02593,EMNCPJML_00965,,,,,BDHOLPHL_02314,DELEFPOC_02113,,
Cluster_1147,LNKPBJJO_02350,PEOCBFCP_00458,GKBMFCDM_00487,GKMEBLJL_02590,HKAMFFJN_00924,JOBNEEKL_02584,GACBFOHJ_01133,LLFCPLKD_01509,FNJAKAKL_02318,ECBNDIDM_02488,LFPJLIBK_03090,IMJNKLBI_02551,EMNCPJML_01006,PLFJNGPA_01209,PGJOJFNN_01958,ODFDBHOD_01556,IAPKCFHA_02384,BDHOLPHL_02506,DELEFPOC_01701,AHNHBFNE_01992,HBJIBEPC_02606
Cluster_1148,LNKPBJJO_02121,,,,,JOBNEEKL_00510,,,,,,,,,,,,,,,
Cluster_1149,LNKPBJJO_02302,PEOCBFCP_01690,GKBMFCDM_00736,GKMEBLJL_02637,HKAMFFJN_frag_01876_01877,JOBNEEKL_02536,GACBFOHJ_01174,LLFCPLKD_01557,FNJAKAKL_02277,ECBNDIDM_02529,LFPJLIBK_00698,IMJNKLBI_02510,EMNCPJML_01054,PLFJNGPA_01250,PGJOJFNN_01911,ODFDBHOD_01604,IAPKCFHA_02432,BDHOLPHL_frag_02553_02554,DELEFPOC_frag_01748_01749,AHNHBFNE_01951,HBJIBEPC_02565
Cluster_1150,,,,,,,,,,,,,EMNCPJML_00348,,,,,,,,
Cluster_1151,,,,,,,,LLFCPLKD_01467,,,,,,,,ODFDBHOD_01514,,,,,
Cluster_1152,LNKPBJJO_01612,PEOCBFCP_02969,GKBMFCDM_02935,GKMEBLJL_01676,HKAMFFJN_02626,JOBNEEKL_02981,GACBFOHJ_00628,LLFCPLKD_00840,FNJAKAKL_02053,ECBNDIDM_02061,LFPJLIBK_01319,IMJNKLBI_02105,EMNCPJML_02977,PLFJNGPA_00627,PGJOJFNN_02439,ODFDBHOD_00906,IAPKCFHA_01583,BDHOLPHL_00964,DELEFPOC_01307,AHNHBFNE_00672,HBJIBEPC_02195
Cluster_1153,LNKPBJJO_00028,PEOCBFCP_00120,GKBMFCDM_00119,GKMEBLJL_02010,HKAMFFJN_03009,JOBNEEKL_01610,GACBFOHJ_00292,LLFCPLKD_02072,FNJAKAKL_02667,ECBNDIDM_00385,LFPJLIBK_00189,IMJNKLBI_00384,EMNCPJML_00542,PLFJNGPA_00292,PGJOJFNN_00220,ODFDBHOD_00258,IAPKCFHA_00193,BDHOLPHL_00190,DELEFPOC_02557,AHNHBFNE_01411,HBJIBEPC_00439
Cluster_1154,LNKPBJJO_00534,PEOCBFCP_02843,GKBMFCDM_02809,GKMEBLJL_01833,HKAMFFJN_01330,JOBNEEKL_00187,GACBFOHJ_01374,LLFCPLKD_frag_00804_00805,FNJAKAKL_frag_00100_00101,ECBNDIDM_01902,LFPJLIBK_01473,IMJNKLBI_01946,EMNCPJML_02233,PLFJNGPA_01439,PGJOJFNN_02262,ODFDBHOD_frag_00503_00504,IAPKCFHA_01740,BDHOLPHL_01120,DELEFPOC_01463,AHNHBFNE_00827,HBJIBEPC_02120
Cluster_1155,LNKPBJJO_02011,PEOCBFCP_01929,GKBMFCDM_01338,GKMEBLJL_00181,HKAMFFJN_01815,JOBNEEKL_00259,GACBFOHJ_02096,LLFCPLKD_00337,FNJAKAKL_01836,ECBNDIDM_02290,LFPJLIBK_01872,IMJNKLBI_02350,EMNCPJML_00190,PLFJNGPA_02160,PGJOJFNN_01334,ODFDBHOD_02190,IAPKCFHA_02095,BDHOLPHL_01865,DELEFPOC_00405,AHNHBFNE_00109,HBJIBEPC_01812
Cluster_1156,,,,GKMEBLJL_00678,,,,LLFCPLKD_02944,,ECBNDIDM_02991,,IMJNKLBI_00677,,,,ODFDBHOD_03065,,BDHOLPHL_02358,DELEFPOC_02158,,
Cluster_1157,,,,GKMEBLJL_00558,,,,,,ECBNDIDM_00036,,IMJNKLBI_00036,,,,,,BDHOLPHL_02469,DELEFPOC_01664,,
Cluster_1158,LNKPBJJO_00850,PEOCBFCP_00573,GKBMFCDM_00571,,,JOBNEEKL_01188,,,,ECBNDIDM_01450,,IMJNKLBI_01444,EMNCPJML_02848,,,,,,,,HBJIBEPC_01091
Cluster_1159,,,,,,,,,,,,,EMNCPJML_00346,,,,,,,,
Cluster_1160,,,,,,,,,,,,,,,PGJOJFNN_01162,,,,,,
Cluster_1161,LNKPBJJO_02227,PEOCBFCP_00822,GKBMFCDM_01711,GKMEBLJL_01583,HKAMFFJN_02007,JOBNEEKL_01969,GACBFOHJ_00729,LLFCPLKD_02868,FNJAKAKL_02938,ECBNDIDM_01112,LFPJLIBK_01636,IMJNKLBI_01100,EMNCPJML_02688,PLFJNGPA_00808,PGJOJFNN_01638,ODFDBHOD_02834,IAPKCFHA_00798,BDHOLPHL_02929,DELEFPOC_02268,AHNHBFNE_01102,HBJIBEPC_00717
Cluster_1162,LNKPBJJO_00477,PEOCBFCP_01450,GKBMFCDM_01141,GKMEBLJL_00361,HKAMFFJN_00230,JOBNEEKL_00641,GACBFOHJ_02730,LLFCPLKD_00158,FNJAKAKL_00657,ECBNDIDM_01044,LFPJLIBK_00881,IMJNKLBI_01032,EMNCPJML_01262,PLFJNGPA_02558,PGJOJFNN_00777,ODFDBHOD_02012,IAPKCFHA_02275,BDHOLPHL_01684,DELEFPOC_00585,AHNHBFNE_00290,HBJIBEPC_00835
Cluster_1163,,,,,,,,LLFCPLKD_00979,,,,,,,,ODFDBHOD_01754,,,,,
Cluster_1164,,,,,,,,,,ECBNDIDM_01923,,IMJNKLBI_01967,,,,,,,,,
Cluster_1165,LNKPBJJO_01597,PEOCBFCP_02954,GKBMFCDM_02920,GKMEBLJL_02825,HKAMFFJN_02611,JOBNEEKL_02966,,LLFCPLKD_03135,,ECBNDIDM_02076,LFPJLIBK_01304,IMJNKLBI_02120,,,,ODFDBHOD_00693,IAPKCFHA_01568,BDHOLPHL_00949,DELEFPOC_01292,,
Cluster_1166,LNKPBJJO_02513,PEOCBFCP_02643,GKBMFCDM_02609,GKMEBLJL_01376,HKAMFFJN_00555,JOBNEEKL_00324,GACBFOHJ_00552,LLFCPLKD_03190,FNJAKAKL_00415,ECBNDIDM_01235,LFPJLIBK_02689,IMJNKLBI_01224,EMNCPJML_02486,PLFJNGPA_00551,PGJOJFNN_01621,ODFDBHOD_00748,IAPKCFHA_01458,BDHOLPHL_01574,DELEFPOC_00830,AHNHBFNE_02677,HBJIBEPC_01214
Cluster_1167,LNKPBJJO_02483,,,,,JOBNEEKL_02207,GACBFOHJ_00683,,,ECBNDIDM_02116,LFPJLIBK_01198,IMJNKLBI_02186,,PLFJNGPA_00740,PGJOJFNN_02151,ODFDBHOD_frag_01818_01819,,,,,HBJIBEPC_01656
Cluster_1168,,,,,,,GACBFOHJ_00572,LLFCPLKD_03170,,,,,,PLFJNGPA_00571,,ODFDBHOD_00728,,,,AHNHBFNE_02697,
Cluster_1169,,,,,,,,,,,,,EMNCPJML_00347,,,,,,,,
Cluster_1170,,,,,,,,,,,,,,,PGJOJFNN_02244,,,,,,
Cluster_1171,LNKPBJJO_00194,PEOCBFCP_01432,GKBMFCDM_02277,GKMEBLJL_02179,HKAMFFJN_00211,JOBNEEKL_02727,GACBFOHJ_00462,LLFCPLKD_01908,FNJAKAKL_01228,ECBNDIDM_00215,LFPJLIBK_00358,IMJNKLBI_00215,EMNCPJML_00083,PLFJNGPA_00462,PGJOJFNN_00054,ODFDBHOD_00094,IAPKCFHA_00361,BDHOLPHL_00358,DELEFPOC_02724,AHNHBFNE_01576,HBJIBEPC_00276
Cluster_1172,LNKPBJJO_00399,PEOCBFCP_01833,GKBMFCDM_01242,GKMEBLJL_00087,HKAMFFJN_02828,JOBNEEKL_00767,GACBFOHJ_01983,LLFCPLKD_00463,FNJAKAKL_01740,ECBNDIDM_01615,LFPJLIBK_01987,IMJNKLBI_01609,EMNCPJML_02797,PLFJNGPA_02047,PGJOJFNN_01452,ODFDBHOD_03245,IAPKCFHA_02942,BDHOLPHL_01959,DELEFPOC_00311,AHNHBFNE_00013,HBJIBEPC_01715
Cluster_1173,,,,GKMEBLJL_02840,HKAMFFJN_02129,,GACBFOHJ_01810,LLFCPLKD_02429,FNJAKAKL_01541,,LFPJLIBK_02423,,,PLFJNGPA_01875,PGJOJFNN_03051,ODFDBHOD_02386,IAPKCFHA_02540,BDHOLPHL_02713,DELEFPOC_00142,AHNHBFNE_02922,
Cluster_1174,LNKPBJJO_01743,PEOCBFCP_01607,GKBMFCDM_01623,GKMEBLJL_02933,HKAMFFJN_02221,JOBNEEKL_01764,,LLFCPLKD_02337,FNJAKAKL_00550,ECBNDIDM_01362,LFPJLIBK_02515,IMJNKLBI_01356,EMNCPJML_01900,,PGJOJFNN_02158,ODFDBHOD_02294,IAPKCFHA_02632,BDHOLPHL_02805,DELEFPOC_00050,AHNHBFNE_02829,HBJIBEPC_02681
Cluster_1175,LNKPBJJO_01508,,,,,JOBNEEKL_01425,,,FNJAKAKL_02508,,,,,,,,,,,,
Cluster_1176,,PEOCBFCP_01529,GKBMFCDM_01502,,,,,,,,,,,,,,,,,,
Cluster_1177,,,,,,,,LLFCPLKD_01715,,,,,,,,ODFDBHOD_01683,,,,,
Cluster_1178,,,,,,,,,FNJAKAKL_01552,,,,,,,,,,,,
Cluster_1179,LNKPBJJO_01560,PEOCBFCP_00320,GKBMFCDM_00318,GKMEBLJL_00613,HKAMFFJN_02467,JOBNEEKL_01477,GACBFOHJ_00066,LLFCPLKD_02788,FNJAKAKL_03012,ECBNDIDM_00607,LFPJLIBK_00523,IMJNKLBI_00606,EMNCPJML_02609,PLFJNGPA_00066,PGJOJFNN_00420,ODFDBHOD_02754,IAPKCFHA_00959,BDHOLPHL_02849,DELEFPOC_02348,AHNHBFNE_01187,HBJIBEPC_00637
Cluster_1180,LNKPBJJO_02832,PEOCBFCP_01304,GKBMFCDM_02149,GKMEBLJL_01049,HKAMFFJN_00084,JOBNEEKL_02024,GACBFOHJ_02532,LLFCPLKD_02542,FNJAKAKL_01366,ECBNDIDM_00083,LFPJLIBK_00492,IMJNKLBI_00083,EMNCPJML_00767,PLFJNGPA_02779,PGJOJFNN_02879,ODFDBHOD_02504,IAPKCFHA_00498,BDHOLPHL_00494,DELEFPOC_02859,AHNHBFNE_01718,HBJIBEPC_00136
Cluster_1181,LNKPBJJO_02136,PEOCBFCP_02287,GKBMFCDM_01940,GKMEBLJL_00876,HKAMFFJN_00433,JOBNEEKL_00964,GACBFOHJ_02239,LLFCPLKD_00518,FNJAKAKL_02887,ECBNDIDM_01193,LFPJLIBK_02764,IMJNKLBI_01182,EMNCPJML_00354,PLFJNGPA_02513,PGJOJFNN_01030,ODFDBHOD_00819,IAPKCFHA_01157,BDHOLPHL_01273,DELEFPOC_01131,AHNHBFNE_02383,HBJIBEPC_01490
Cluster_1182,LNKPBJJO_02303,PEOCBFCP_00412,GKBMFCDM_00533,GKMEBLJL_02636,HKAMFFJN_01433,JOBNEEKL_02537,GACBFOHJ_01173,LLFCPLKD_01556,FNJAKAKL_02278,ECBNDIDM_02528,LFPJLIBK_03136,IMJNKLBI_02511,EMNCPJML_01053,PLFJNGPA_01249,PGJOJFNN_01912,ODFDBHOD_01603,IAPKCFHA_02431,BDHOLPHL_02552,DELEFPOC_01747,AHNHBFNE_01952,HBJIBEPC_02566
Cluster_1183,,,,,,,,,,,,,EMNCPJML_00968,,,,,,,,
Cluster_1184,,,,,,,,LLFCPLKD_02957,,ECBNDIDM_03004,,IMJNKLBI_00664,,,,ODFDBHOD_03078,,,,,
Cluster_1186,LNKPBJJO_02767,PEOCBFCP_00299,GKBMFCDM_00297,GKMEBLJL_02473,HKAMFFJN_02445,JOBNEEKL_02418,GACBFOHJ_00082,LLFCPLKD_02772,FNJAKAKL_03028,ECBNDIDM_00591,LFPJLIBK_00011,IMJNKLBI_00590,EMNCPJML_01141,PLFJNGPA_00082,PGJOJFNN_00436,ODFDBHOD_02738,IAPKCFHA_00012,BDHOLPHL_00011,DELEFPOC_02378,AHNHBFNE_01202,HBJIBEPC_00620
Cluster_1187,LNKPBJJO_02811,PEOCBFCP_01325,GKBMFCDM_02170,GKMEBLJL_01028,HKAMFFJN_00105,JOBNEEKL_02003,GACBFOHJ_02511,LLFCPLKD_02521,FNJAKAKL_01345,ECBNDIDM_00104,LFPJLIBK_00471,IMJNKLBI_00104,EMNCPJML_00789,PLFJNGPA_02758,PGJOJFNN_02901,ODFDBHOD_02483,IAPKCFHA_00477,BDHOLPHL_00473,DELEFPOC_02838,AHNHBFNE_01695,HBJIBEPC_00157
Cluster_1188,LNKPBJJO_01679,PEOCBFCP_03020,GKBMFCDM_02987,GKMEBLJL_00440,HKAMFFJN_00770,JOBNEEKL_00835,GACBFOHJ_02854,LLFCPLKD_00021,FNJAKAKL_01573,ECBNDIDM_00746,LFPJLIBK_02940,IMJNKLBI_03205,EMNCPJML_01687,PLFJNGPA_02682,PGJOJFNN_00660,ODFDBHOD_01874,IAPKCFHA_00544,BDHOLPHL_00610,DELEFPOC_00724,AHNHBFNE_00448,HBJIBEPC_00889
Cluster_1189,LNKPBJJO_01458,PEOCBFCP_02223,GKBMFCDM_01876,GKMEBLJL_01139,HKAMFFJN_00497,JOBNEEKL_01374,GACBFOHJ_02292,LLFCPLKD_00568,FNJAKAKL_02836,ECBNDIDM_02640,LFPJLIBK_02830,IMJNKLBI_02707,EMNCPJML_00417,PLFJNGPA_02460,PGJOJFNN_00896,ODFDBHOD_00869,IAPKCFHA_01220,BDHOLPHL_01336,DELEFPOC_01068,AHNHBFNE_02437,HBJIBEPC_01439
Cluster_1190,,,,GKMEBLJL_02745,,,,,,,,,,,,,,,,,
Cluster_1191,,,,,,,GACBFOHJ_00133,LLFCPLKD_02227,FNJAKAKL_01519,ECBNDIDM_00540,,IMJNKLBI_00539,,PLFJNGPA_00133,,ODFDBHOD_00412,,,,AHNHBFNE_01254,
Cluster_1192,,,,,,,GACBFOHJ_00737,,FNJAKAKL_02930,,,,,PLFJNGPA_00816,,,,,,,
Cluster_1193,LNKPBJJO_00712,PEOCBFCP_01270,GKBMFCDM_02115,GKMEBLJL_00766,HKAMFFJN_00052,JOBNEEKL_02111,GACBFOHJ_02568,LLFCPLKD_02574,FNJAKAKL_00971,ECBNDIDM_03173,LFPJLIBK_00842,IMJNKLBI_03098,EMNCPJML_01588,PLFJNGPA_02815,PGJOJFNN_01116,ODFDBHOD_02536,IAPKCFHA_00639,BDHOLPHL_03008,DELEFPOC_02895,AHNHBFNE_01750,HBJIBEPC_00104
Cluster_1194,LNKPBJJO_02860,PEOCBFCP_01276,GKBMFCDM_02121,,HKAMFFJN_00056,JOBNEEKL_02052,,LLFCPLKD_02570,FNJAKAKL_01394,ECBNDIDM_00054,,IMJNKLBI_00054,,,PGJOJFNN_02851,ODFDBHOD_02532,,,,AHNHBFNE_01746,HBJIBEPC_00108
Cluster_1195,,,,,,,,,,,,,,,,,,,,AHNHBFNE_00418,
Cluster_1196,LNKPBJJO_01326,PEOCBFCP_00905,GKBMFCDM_01000,GKMEBLJL_02669,HKAMFFJN_00836,JOBNEEKL_00711,GACBFOHJ_02966,LLFCPLKD_03040,FNJAKAKL_02153,ECBNDIDM_00896,LFPJLIBK_00655,IMJNKLBI_00884,EMNCPJML_00848,PLFJNGPA_02960,PGJOJFNN_02594,ODFDBHOD_00598,IAPKCFHA_02698,BDHOLPHL_00854,DELEFPOC_01197,AHNHBFNE_00509,HBJIBEPC_02293
Cluster_1197,,,,,,,,,FNJAKAKL_01579,,,,,,,,,,,,
Cluster_1198,,,,,,,,,,,,,,,PGJOJFNN_02624,,,,,,
Cluster_1199,,,,GKMEBLJL_00261,HKAMFFJN_01734,,GACBFOHJ_02176,,,,LFPJLIBK_01791,,,PLFJNGPA_02240,PGJOJFNN_01252,,IAPKCFHA_02176,BDHOLPHL_01783,DELEFPOC_00486,,HBJIBEPC_00791
Cluster_1200,,,,,,,,,FNJAKAKL_00864,ECBNDIDM_02173,,IMJNKLBI_02233,EMNCPJML_01566,,PGJOJFNN_00710,,,,,AHNHBFNE_00224,HBJIBEPC_00761
Cluster_1201,,,,,,,,,,,,,,,,,,,,,HBJIBEPC_02629
Cluster_1202,LNKPBJJO_02751,PEOCBFCP_00283,GKBMFCDM_00281,GKMEBLJL_02457,HKAMFFJN_02428,JOBNEEKL_02402,GACBFOHJ_00098,LLFCPLKD_02756,FNJAKAKL_03044,ECBNDIDM_00575,LFPJLIBK_00027,IMJNKLBI_00574,EMNCPJML_01157,PLFJNGPA_00098,PGJOJFNN_00457,ODFDBHOD_02722,IAPKCFHA_00028,BDHOLPHL_00027,DELEFPOC_02394,AHNHBFNE_01218,HBJIBEPC_00602
Cluster_1203,LNKPBJJO_00082,PEOCBFCP_00063,GKBMFCDM_00062,GKMEBLJL_02067,HKAMFFJN_02952,JOBNEEKL_01664,GACBFOHJ_00345,LLFCPLKD_02019,FNJAKAKL_02718,ECBNDIDM_00329,LFPJLIBK_00246,IMJNKLBI_00328,EMNCPJML_00593,PLFJNGPA_00345,PGJOJFNN_00167,ODFDBHOD_00205,IAPKCFHA_00249,BDHOLPHL_00247,DELEFPOC_02613,AHNHBFNE_01464,HBJIBEPC_00387
Cluster_1204,LNKPBJJO_frag_00222_00223,PEOCBFCP_01405,GKBMFCDM_02250,GKMEBLJL_02207,HKAMFFJN_00184,JOBNEEKL_frag_02698_02699,GACBFOHJ_00490,LLFCPLKD_01881,FNJAKAKL_01256,ECBNDIDM_00188,LFPJLIBK_00385,IMJNKLBI_00188,EMNCPJML_00056,PLFJNGPA_00489,PGJOJFNN_00026,ODFDBHOD_00067,IAPKCFHA_00390,BDHOLPHL_00386,DELEFPOC_02752,AHNHBFNE_01603,HBJIBEPC_00248
Cluster_1205,LNKPBJJO_01463,PEOCBFCP_02228,GKBMFCDM_01881,GKMEBLJL_01134,HKAMFFJN_00492,JOBNEEKL_01379,GACBFOHJ_02287,LLFCPLKD_00563,FNJAKAKL_02842,ECBNDIDM_02635,LFPJLIBK_02825,IMJNKLBI_02702,EMNCPJML_00412,PLFJNGPA_02465,PGJOJFNN_00891,ODFDBHOD_00864,IAPKCFHA_01215,BDHOLPHL_01331,DELEFPOC_01073,AHNHBFNE_02432,HBJIBEPC_01444
Cluster_1206,LNKPBJJO_02454,PEOCBFCP_02091,GKBMFCDM_01745,GKMEBLJL_01270,HKAMFFJN_00367,JOBNEEKL_02202,GACBFOHJ_02414,LLFCPLKD_00638,FNJAKAKL_01024,,LFPJLIBK_02588,,EMNCPJML_00628,PLFJNGPA_02338,PGJOJFNN_00823,ODFDBHOD_02892,IAPKCFHA_01352,BDHOLPHL_01470,DELEFPOC_00934,AHNHBFNE_02574,HBJIBEPC_01310
Cluster_1207,LNKPBJJO_02334,PEOCBFCP_00442,GKBMFCDM_00503,GKMEBLJL_02606,HKAMFFJN_01463,JOBNEEKL_02568,GACBFOHJ_01149,LLFCPLKD_01525,FNJAKAKL_02302,ECBNDIDM_02504,LFPJLIBK_03106,IMJNKLBI_02535,EMNCPJML_01022,PLFJNGPA_01225,PGJOJFNN_01942,ODFDBHOD_01572,IAPKCFHA_02400,BDHOLPHL_02522,DELEFPOC_01717,AHNHBFNE_01976,HBJIBEPC_02590
Cluster_1208,LNKPBJJO_01506,PEOCBFCP_01549,GKBMFCDM_01522,GKMEBLJL_00803,HKAMFFJN_02085,JOBNEEKL_01423,GACBFOHJ_01871,LLFCPLKD_02473,FNJAKAKL_02506,ECBNDIDM_01497,LFPJLIBK_02371,IMJNKLBI_01491,EMNCPJML_00303,PLFJNGPA_01936,PGJOJFNN_03075,ODFDBHOD_02430,IAPKCFHA_01071,BDHOLPHL_02659,DELEFPOC_00196,AHNHBFNE_02985,HBJIBEPC_01032
Cluster_1209,LNKPBJJO_frag_00853_00854,PEOCBFCP_00570,GKBMFCDM_00568,,,JOBNEEKL_frag_01191_01192,,,,ECBNDIDM_01453,,IMJNKLBI_01447,EMNCPJML_02845,,,,,,,,HBJIBEPC_01088
Cluster_1210,,PEOCBFCP_00693,GKBMFCDM_00691,,,,,,FNJAKAKL_00278,,,,,,,,,,,,
Cluster_1211,LNKPBJJO_00098,PEOCBFCP_00047,GKBMFCDM_00046,GKMEBLJL_02083,HKAMFFJN_02936,JOBNEEKL_01680,GACBFOHJ_00362,LLFCPLKD_02003,FNJAKAKL_02735,ECBNDIDM_00312,LFPJLIBK_00262,IMJNKLBI_00311,EMNCPJML_02575,PLFJNGPA_00362,PGJOJFNN_00151,ODFDBHOD_00189,IAPKCFHA_00266,BDHOLPHL_00263,DELEFPOC_02629,AHNHBFNE_01480,HBJIBEPC_00372
Cluster_1212,LNKPBJJO_01624,PEOCBFCP_02981,GKBMFCDM_02948,GKMEBLJL_01688,HKAMFFJN_02638,JOBNEEKL_02993,GACBFOHJ_00616,LLFCPLKD_00852,FNJAKAKL_02041,ECBNDIDM_02049,LFPJLIBK_01331,IMJNKLBI_02093,EMNCPJML_02965,PLFJNGPA_00615,PGJOJFNN_02451,ODFDBHOD_00918,IAPKCFHA_01595,BDHOLPHL_00976,DELEFPOC_01319,AHNHBFNE_00684,HBJIBEPC_02183
Cluster_1213,LNKPBJJO_00550,PEOCBFCP_02827,GKBMFCDM_02793,GKMEBLJL_01849,HKAMFFJN_01345,JOBNEEKL_00171,GACBFOHJ_01391,LLFCPLKD_00822,FNJAKAKL_00117,ECBNDIDM_01886,LFPJLIBK_01489,IMJNKLBI_01930,EMNCPJML_02249,PLFJNGPA_01456,PGJOJFNN_02278,ODFDBHOD_00521,IAPKCFHA_01756,BDHOLPHL_01136,DELEFPOC_01479,AHNHBFNE_00843,HBJIBEPC_02104
Cluster_1214,LNKPBJJO_00505,PEOCBFCP_01738,GKBMFCDM_01699,GKMEBLJL_00329,HKAMFFJN_01659,JOBNEEKL_00669,GACBFOHJ_02701,LLFCPLKD_00189,FNJAKAKL_00628,ECBNDIDM_01012,LFPJLIBK_00912,IMJNKLBI_01000,EMNCPJML_01291,PLFJNGPA_02529,PGJOJFNN_00752,ODFDBHOD_02043,IAPKCFHA_02243,BDHOLPHL_01716,DELEFPOC_00553,AHNHBFNE_00265,HBJIBEPC_00860
